#time,80x01-02_engine-rpm,80x03_coolant_temp,80x04_ambient_temp,80x05_intake_air_temp,80x06_fuel_temp,80x07_map_kpa,80x08_battery_voltage,80x09_throttle_pot,80x0A_idle_switch,80x0B_aircon,80x0C_park_neutral_switch,80x0F_idle_set_point,80x10_idle_hot,80x12_iac_position,80x13-14_idle_error,80x15_ignition_advance_offset,80x16_ignition_advance,80x17-18_coil_time,80x19_crankshaft_position_sensor,coolant_sensor_fault,air_intake_sensor_fault,fuel_pump_circuit_fault,throttle_pot_fault,0x80_raw,7dx01_ignition_switch,7dx02_throttle_angle,7dx04_air_fuel_ratio,7dx06_lambda_voltage,7dx07_lambda_sensor_frequency,7dx08_lambda_sensor_dutycycle,7dx09_lambda_sensor_status,7dx0A_closed_loop,7dx0B_long_term_fuel_trim,7dx0C_short_term_fuel_trim,7dx0D_carbon_canister_dutycycle,7dx0F_idle_base_pos,7dx12_ignition_advance2,7dx13_idle_speed_offset,7dx1F_jack_count,0x7d_raw
2024-07-02 20:39:50.804,0,46,200,41,200,100,12.5,0.84,0,true,true,24.4,51,131,1024,0,4,5.98,0,false,false,false,false,801C000065FF60FF647D2A002001000004338B83046500380BAC000000,true,14.4,14.6,450,255,255,1,false,2,0,0,97,0,129,142,7D201018FF92005AFFFF0100826400FF61FFFF30817B9BFF19401D80258034008E
2024-07-02 20:39:51.275,0,46,200,41,200,100,12.5,0.84,0,true,true,24.4,51,131,1024,0,4,5.98,0,false,false,false,false,801C000065FF60FF647D2A002001000004338B83046500380BAC000000,true,14.4,14.6,450,255,255,1,false,2,0,0,97,0,129,142,7D201018FF92005AFFFF0100826400FF61FFFF30817B9BFF19401D80258034008E
2024-07-02 20:39:51.805,0,46,200,41,200,100,12.5,0.84,0,true,true,24.4,51,131,1024,0,4,5.98,0,false,false,false,false,801C000065FF60FF647D2A002001000004338B83046500380BAC000000,true,14.4,14.6,450,255,255,1,false,2,0,0,97,0,129,142,7D201018FF92005AFFFF0100826400FF61FFFF30817B9BFF19401D80258034008E
2024-07-02 20:39:52.305,0,46,200,41,200,100,12.5,0.84,0,true,true,24.4,51,131,1024,0,4,5.98,0,false,false,false,false,801C000065FF60FF647D2A002001000004338B83046500380BAC000000,true,14.4,14.6,450,255,255,1,false,2,0,0,97,0,129,142,7D201018FF92005AFFFF0100826400FF61FFFF30817B9BFF19401D80258034008E
2024-07-02 20:39:52.774,0,46,200,41,200,100,12.5,0.84,0,true,true,24.4,51,131,1024,0,4,5.98,0,false,false,false,false,801C000065FF60FF647D2A002001000004338B83046500380BAC000000,true,14.4,14.6,450,255,255,1,false,2,0,0,97,0,129,142,7D201018FF92005AFFFF0100826400FF61FFFF30817B9BFF19401D80258034008E
2024-07-02 20:39:53.307,0,46,200,41,200,100,12.5,0.84,0,true,true,24.4,51,131,1024,0,4,5.98,0,false,false,false,false,801C000065FF60FF647D2A002001000004338B83046500380BAC000000,true,14.4,14.6,450,255,255,1,false,2,0,0,97,0,129,142,7D201018FF92005AFFFF0100826400FF61FFFF30817B9BFF19401D80258034008E
2024-07-02 20:39:53.804,0,46,200,41,200,100,12.3,0.84,0,true,true,24.4,51,131,1024,0,4,6.27,16,false,false,false,false,801C000065FF60FF647B2A002001000004338B83046500380C41100000,true,14.4,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201018FF920059FFFF0100826400FF5AFFFF30817ECFFF19401D80258034008E
2024-07-02 20:39:54.377,1330,46,200,41,200,48,11.9,0.84,0,true,true,24.4,51,131,256,0,12,6.47,16,false,false,false,false,801C053265FF60FF30772A002001000004338B83013F00480CA5100000,true,14.4,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201018FF920059FFFF0100826400FF5AFFFF3081817EFF19401D80258034008E
2024-07-02 20:39:55.132,1474,46,200,41,200,33,12.3,0.8,0,true,true,24.4,51,120,256,0,12,6.17,16,false,false,false,false,801C05C265FF60FF217B28002001000004338B78014800480C0F100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF308180A7FF19401D80258034008E
2024-07-02 20:39:55.882,1253,46,200,41,200,32,12.6,0.76,0,true,true,24.4,51,111,0,0,12,5.88,16,false,false,false,false,801C04E565FF60FF207E26002001000004338B6F006C00480B7A100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818013FF19401D80258034008E
2024-07-02 20:39:56.631,1118,47,200,41,200,34,12.8,0.74,0,true,true,24.4,51,109,0,0,12,5.68,16,false,false,false,false,801C045E66FF60FF228025002001000004338B6D000600480B16100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818015FF19401D80258034008E
2024-07-02 20:39:57.382,1144,47,200,41,200,35,13,0.74,0,true,true,24.4,51,108,0,0,10.5,5.58,16,false,false,false,false,801C047866FF60FF238225002001000004338B6C002300450AE5100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30817FF8FF19401D80258034008E
2024-07-02 20:39:58.121,1136,47,200,41,200,34,13.1,0.74,0,true,true,24.4,51,107,0,0,13,5.48,16,false,false,false,false,801C047066FF60FF228325002001000004338B6B0004004A0AB3100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818009FF19401D80258034008E
2024-07-02 20:39:58.883,1122,47,200,41,200,34,13.2,0.74,0,true,true,24.4,51,107,0,0,14,5.38,16,false,false,false,false,801C046266FF60FF228425002001000004338B6B0006004C0A81100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818000FF19401D80258034008E
2024-07-02 20:39:59.629,1124,47,200,41,200,34,13.3,0.74,0,true,true,24.4,51,107,0,0,12,5.28,16,false,false,false,false,801C046466FF60FF228525002001000004338B6B000700480A4F100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818000FF19401D80258034008E
2024-07-02 20:40:00.382,1122,47,200,41,200,35,13.3,0.74,0,true,true,24.4,51,107,0,0,13,5.28,16,false,false,false,false,801C046266FF60FF238525002001000004338B6B0008004A0A4F100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818003FF19401D80258034008E
2024-07-02 20:40:01.130,1128,47,200,41,200,34,13.4,0.74,0,true,true,24.4,51,107,0,0,11.5,5.18,16,false,false,false,false,801C046866FF60FF228625002001000004338B6B000B00470A1D100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818008FF19401D80258034008E
2024-07-02 20:40:01.882,1138,48,200,40,200,35,13.4,0.74,0,true,true,24.4,51,107,0,0,11.5,5.18,16,false,false,false,false,801C047267FF5FFF238625002001000004338B6B000E00470A1D100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF30818014FF19401D80258034008E
2024-07-02 20:40:02.631,1134,48,200,40,200,35,13.5,0.74,0,true,true,24.4,51,107,0,0,11.5,5.08,16,false,false,false,false,801C046E67FF5FFF238725002001000004338B6B000B004709EC100000,true,12,14.6,445,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920059FFFF0100826400FF5AFFFF3081800EFF19401D80258034008E
2024-07-02 20:40:03.381,1132,48,200,40,200,35,13.5,0.74,0,true,true,24.4,51,107,0,0,12,5.08,16,false,false,false,false,801C046C67FF5FFF238725002001000004338B6B0004004809EC100000,true,12,14.6,450,255,255,1,false,2,0,0,90,0,129,142,7D201014FF92005AFFFF0100826400FF5AFFFF3081800BFF19401D80258034008E
2024-07-02 20:40:04.130,1131,48,200,40,200,35,13.5,0.74,0,true,true,24.4,51,107,0,0,12,5.08,16,false,false,false,false,801C046B67FF5FFF238725002001000004338B6B0009004809EC100000,true,12,14.6,460,255,255,1,false,2,0,0,90,0,129,142,7D201014FF92005CFFFF0100826400FF5AFFFF30818002FF19401D80258034008E
2024-07-02 20:40:04.881,1136,48,200,40,200,35,13.5,0.74,0,true,true,24.4,51,107,0,0,11.5,5.08,16,false,false,false,false,801C047067FF5FFF238725002001000004338B6B0013004709EC100000,true,12,14.6,470,255,255,1,false,2,0,0,90,0,129,142,7D201014FF92005EFFFF0100826400FF5AFFFF30818005FF19401D80258034008E
2024-07-02 20:40:05.632,1144,48,200,40,200,35,13.6,0.74,0,true,true,24.4,51,107,0,0,10.5,4.98,16,false,false,false,false,801C047867FF5FFF238825002001000004338B6B001D004509BA100000,true,12,14.6,490,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920062FFFF0100826400FF5AFFFF3081800AFF19401D80258034008E
2024-07-02 20:40:06.379,1152,48,200,40,200,35,13.6,0.74,0,true,true,24.4,51,107,0,0,11,4.98,16,false,false,false,false,801C048067FF5FFF238825002001000004338B6B001D004609BA100000,true,12,14.6,515,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920067FFFF0100826400FF5AFFFF30818011FF19401D80258034008E
2024-07-02 20:40:07.131,1130,48,200,40,200,35,13.6,0.74,0,true,true,24.4,51,107,0,0,11,4.98,16,false,false,false,false,801C046A67FF5FFF238825002001000004338B6B0015004609BA100000,true,12,14.6,550,255,255,1,false,2,0,0,90,0,129,142,7D201014FF92006EFFFF0100826400FF5AFFFF3081800BFF19401D80258034008E
2024-07-02 20:40:07.878,1124,48,200,40,200,35,13.6,0.74,0,true,true,24.4,51,106,0,0,13,4.98,16,false,false,false,false,801C046467FF5FFF238825002001000004338B6A0002004A09BA100000,true,12,14.6,570,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920072FFFF0100826400FF5AFFFF30818006FF19401D80258034008E
2024-07-02 20:40:08.632,1134,48,200,40,200,35,13.6,0.74,0,true,true,24.4,51,106,0,0,11,4.98,16,false,false,false,false,801C046E67FF5FFF238825002001000004338B6A0011004609BA100000,true,12,14.6,605,255,255,1,false,2,0,0,90,0,129,142,7D201014FF920079FFFF0100826400FF5AFFFF3081800EFF19401D80258034008E
2024-07-02 20:40:09.378,1106,49,200,40,200,34,13.6,0.74,0,true,true,24.4,51,104,0,0,14,4.98,16,false,false,false,false,801C045268FF5FFF228825002001000004338B680005004C09BA100000,true,12,14.6,645,255,255,1,false,2,0,0,89,0,129,142,7D201014FF920081FFFF0100826400FF59FFFF30818007FF19401D80258034008E
2024-07-02 20:40:10.127,1115,49,200,40,200,34,13.6,0.74,0,true,true,24.4,51,104,0,0,12,4.98,16,false,false,false,false,801C045B68FF5FFF228825002001000004338B680001004809BA100000,true,12,14.6,580,255,255,1,false,2,0,0,89,0,129,142,7D201014FF920074FFFF0100826400FF59FFFF30818007FF19401D80258034008E
2024-07-02 20:40:10.878,1110,49,200,40,200,34,13.6,0.74,0,true,true,24.4,51,104,0,0,13,4.98,16,false,false,false,false,801C045668FF5FFF228825002001000004338B68000C004A09BA100000,true,12,14.6,590,255,255,1,false,2,0,0,89,0,129,142,7D201014FF920076FFFF0100826400FF59FFFF30818008FF19401D80258034008E
2024-07-02 20:40:11.626,1123,49,200,40,200,34,13.6,0.74,0,true,true,24.4,51,104,0,0,12,4.98,16,false,false,false,false,801C046368FF5FFF228825002001000004338B68000B004809BA100000,true,12,14.6,565,255,255,1,false,2,0,0,89,0,129,142,7D201014FF920071FFFF0100826400FF59FFFF3081800DFF19401D80258034008E
2024-07-02 20:40:12.377,1135,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,104,0,0,11.5,4.98,16,false,false,false,false,801C046F68FF5FFF238825002001000004338B68000A004709BA100000,true,12,14.6,515,255,255,1,false,2,0,0,89,0,129,142,7D201014FF920067FFFF0100826400FF59FFFF30818000FF19401D80258034008E
2024-07-02 20:40:13.125,1144,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,104,0,0,15.5,4.98,16,false,false,false,false,801C047868FF5FFF238825002001000004338B680013004F09BA100000,true,12,14.6,505,255,255,1,true,2,-3,0,89,0,129,142,7D201014FF920065FFFF0101826100FF59FFFF30817FFBFF19401D80258034008E
2024-07-02 20:40:13.881,1117,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,104,0,0,14,4.98,16,false,false,false,false,801C045D68FF5FFF238825002001000004338B680008004C09BA100000,true,12,14.6,430,255,255,1,true,2,-4,0,89,0,129,142,7D201014FF920056FFFF0101826000FF59FFFF30817FFAFF19401D80258034008E
2024-07-02 20:40:14.630,1116,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,104,0,0,12,4.98,16,false,false,false,false,801C045C68FF5FFF238825002001000004338B680009004809BA100000,true,12,14.6,405,255,255,1,true,2,-4,0,89,0,129,142,7D201014FF920051FFFF0101826000FF59FFFF30817FF5FF19401D80258034008E
2024-07-02 20:40:15.383,1104,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,105,0,0,12,4.98,16,false,false,false,false,801C045068FF5FFF238825002001000004338B690004004809BA100000,true,12,14.6,375,255,255,1,true,2,-5,0,89,0,129,142,7D201014FF92004BFFFF0101825F00FF59FFFF30818000FF19401D80258034008E
2024-07-02 20:40:16.134,1121,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,105,0,0,12,4.98,16,false,false,false,false,801C046168FF5FFF238825002001000004338B690005004809BA100000,true,12,14.6,360,255,255,1,true,2,-6,0,89,0,129,142,7D201014FF920048FFFF0101825E00FF59FFFF30817FFEFF19401D80258034008E
2024-07-02 20:40:16.878,1118,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,107,0,0,15,4.98,16,false,false,false,false,801C045E68FF5FFF238825002001000004338B6B000E004E09BA100000,true,12,14.6,345,255,255,1,true,2,-7,0,89,0,129,142,7D201014FF920045FFFF0101825D00FF59FFFF30817FFFFF19401D80258034008E
2024-07-02 20:40:17.628,1114,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,108,0,0,18.5,4.98,16,false,false,false,false,801C045A68FF5FFF238825002001000004338B6C0025005509BA100000,true,12,14.6,330,255,255,1,true,2,-8,0,89,0,129,142,7D201014FF920042FFFF0101825C00FF59FFFF30818009FF19401D80258034008E
2024-07-02 20:40:18.381,1096,49,200,40,200,37,13.6,0.74,0,true,true,24.4,51,109,0,0,13,4.98,16,false,false,false,false,801C044868FF5FFF258825002001000004338B6D0002004A09BA100000,true,12,14.6,315,255,255,1,true,2,-9,0,89,0,129,142,7D201014FF92003FFFFF0101825B00FF59FFFF30817FF1FF19401D80258034008E
2024-07-02 20:40:19.129,1099,49,200,40,200,37,13.7,0.74,0,true,true,24.4,51,109,0,0,12,4.88,16,false,false,false,false,801C044B68FF5FFF258925002001000004338B6D000600480988100000,true,12,14.6,300,255,255,1,true,2,-10,0,89,0,129,142,7D201014FF92003CFFFF0101825A00FF59FFFF30817FEEFF19401D80258034008E
2024-07-02 20:40:19.879,1100,49,200,40,200,37,13.6,0.74,0,true,true,24.4,51,111,0,0,12,4.98,16,false,false,false,false,801C044C68FF5FFF258825002001000004338B6F0000004809BA100000,true,12,14.6,295,255,255,1,true,2,-8,0,89,0,129,142,7D201014FF92003BFFFF0101825C00FF59FFFF30817FFDFF19401D80258034008E
2024-07-02 20:40:20.627,1103,49,200,40,200,37,13.6,0.74,0,true,true,24.4,51,111,0,0,13,4.93,16,false,false,false,false,801C044F68FF5FFF258825002001000004338B6F000E004A09A1100000,true,12,14.6,280,255,255,1,true,2,-7,0,89,0,129,142,7D201014FF920038FFFF0101825D00FF59FFFF30818000FF19401D80258034008E
2024-07-02 20:40:21.381,1126,49,200,40,200,37,13.6,0.74,0,true,true,24.4,51,110,0,0,14,4.98,16,false,false,false,false,801C046668FF5FFF258825002001000004338B6E0009004C09BA100000,true,12,14.6,270,255,255,1,true,2,-6,0,89,0,129,142,7D201014FF920036FFFF0101825E00FF59FFFF30818002FF19401D80258034008E
2024-07-02 20:40:22.132,1139,49,200,40,200,37,13.6,0.74,0,true,true,24.4,51,109,0,0,12,4.98,16,false,false,false,false,801C047368FF5FFF258825002001000004338B6D0004004809BA100000,true,12,14.6,265,255,255,1,true,2,-5,0,89,0,129,142,7D201014FF920035FFFF0101825F00FF59FFFF30818014FF19401D80258034008E
2024-07-02 20:40:22.881,1164,49,200,40,200,36,13.6,0.74,0,true,true,24.4,51,108,0,0,11.5,4.98,16,false,false,false,false,801C048C68FF5FFF248825002001000004338B6C0013004709BA100000,true,12,14.6,250,255,255,1,true,2,-4,0,89,0,129,142,7D201014FF920032FFFF0101826000FF59FFFF30818002FF19401D80258034008E
2024-07-02 20:40:23.631,1168,49,200,40,200,36,13.6,0.74,0,true,true,24.4,51,107,0,0,10,4.98,16,false,false,false,false,801C049068FF5FFF248825002001000004338B6B0023004409BA100000,true,12,14.6,245,255,255,1,true,2,-3,0,89,0,129,142,7D201014FF920031FFFF0101826100FF59FFFF30817FFCFF19401D80258034008E
2024-07-02 20:40:24.382,1121,49,200,40,200,35,13.6,0.74,0,true,true,24.4,51,106,0,0,12,4.98,16,false,false,false,false,801C046168FF5FFF238825002001000004338B6A0006004809BA100000,true,12,14.6,235,255,255,1,true,2,-3,0,89,0,129,142,7D201014FF92002FFFFF0101826100FF59FFFF3081801AFF19401D80258034008E
2024-07-02 20:40:25.134,1145,50,200,40,200,35,13.6,0.74,0,true,true,24.4,51,105,0,0,12,4.98,16,false,false,false,false,801C047969FF5FFF238825002001000004338B69000D004809BA100000,true,12,14.6,230,255,255,1,true,2,-2,0,89,0,129,142,7D201014FF92002EFFFF0101826200FF59FFFF30818017FF19401D80258034008E
2024-07-02 20:40:25.891,1143,50,200,40,200,35,13.6,0.74,0,true,true,24.4,51,105,0,0,13,4.98,16,false,false,false,false,801C047769FF5FFF238825002001000004338B690005004A09BA100000,true,12,14.6,235,255,255,1,true,2,-1,0,89,0,129,142,7D201014FF92002FFFFF0101826300FF59FFFF30818028FF19401D80258034008E
2024-07-02 20:40:26.631,1130,50,200,40,200,34,13.6,0.74,0,true,true,24.4,51,104,0,0,11.5,4.98,16,false,false,false,false,801C046A69FF5FFF228825002001000004338B68000E004709BA100000,true,11.4,14.6,235,255,255,1,true,2,0,0,89,0,129,142,7D201013FF92002FFFFF0101826400FF59FFFF30817FFCFF19401D80258034008E
2024-07-02 20:40:27.380,1126,50,200,40,200,34,13.6,0.72,0,true,true,24.4,51,102,0,0,10,4.98,16,false,false,false,false,801C046669FF5FFF228824002001000004338B660021004409B9100000,true,11.4,14.6,275,255,255,1,true,2,0,0,89,0,129,142,7D201013FF920037FFFF0101826400FF59FFFF30817FFEFF19401D80258034008E
2024-07-02 20:40:28.129,1129,50,200,40,200,34,13.7,0.72,0,true,true,24.4,51,101,0,0,12,4.88,16,false,false,false,false,801C046969FF5FFF228924002001000004338B65000800480988100000,true,11.4,14.6,235,255,255,1,true,2,1,0,89,0,129,142,7D201013FF92002FFFFF0101826500FF59FFFF3081800FFF19401D80258034008E
2024-07-02 20:40:28.881,1114,50,200,40,200,34,13.7,0.72,0,true,true,24.4,51,101,0,0,12,4.88,16,false,false,false,false,801C045A69FF5FFF228924002001000004338B65000700480988100000,true,11.4,14.6,695,255,255,1,true,2,0,0,88,0,129,142,7D201013FF92008BFFFF0101826400FF58FFFF3081800AFF19401D80258034008E
2024-07-02 20:40:29.627,1150,50,200,40,200,33,13.6,0.72,0,true,true,24.4,51,101,0,0,10.5,4.98,16,false,false,false,false,801C047E69FF5FFF218824002001000004338B650010004509BA100000,true,11.4,14.6,405,255,255,1,true,2,-1,0,88,0,129,142,7D201013FF920051FFFF0101826300FF58FFFF30818007FF19401D80258034008E
2024-07-02 20:40:30.377,1131,50,200,40,200,34,13.6,0.72,0,true,true,24.4,51,101,0,0,11.5,4.88,16,false,false,false,false,801C046B69FF5FFF228824002001000004338B65001000470988100000,true,11.4,14.6,575,255,255,1,true,2,-1,0,88,0,129,142,7D201013FF920073FFFF0101826300FF58FFFF30818004FF19401D80258034008E
2024-07-02 20:40:31.125,1135,50,200,40,200,33,13.6,0.72,0,true,true,24.4,51,101,0,0,11.5,4.98,16,false,false,false,false,801C046F69FF5FFF218824002001000004338B65000D004709BA100000,true,11.4,14.6,310,255,255,1,true,2,-2,0,88,0,129,142,7D201013FF92003EFFFF0101826200FF58FFFF30817FF7FF19401D80258034008E
2024-07-02 20:40:31.878,1132,50,200,40,200,34,13.6,0.72,0,true,true,24.4,51,101,0,0,12,4.98,16,false,false,false,false,801C046C69FF5FFF228824002001000004338B65000C004809BA100000,true,11.4,14.6,230,255,255,1,true,2,1,0,88,0,129,142,7D201013FF92002EFFFF0101826500FF58FFFF3081800DFF19401D80258034008E
2024-07-02 20:40:32.628,1138,50,200,40,200,34,13.6,0.72,0,true,true,24.4,51,101,0,0,11.5,4.98,16,false,false,false,false,801C047269FF5FFF228824002001000004338B65000C004709BA100000,true,11.4,14.6,260,255,255,1,true,2,1,0,88,0,129,142,7D201013FF920034FFFF0101826500FF58FFFF30818003FF19401D80258034008E
2024-07-02 20:40:33.379,1140,51,200,40,200,34,13.6,0.72,0,true,true,24.4,51,101,0,0,11.5,4.98,16,false,false,false,false,801C04746AFF5FFF228824002001000004338B65000D004709BA100000,true,11.4,14.6,255,255,255,1,true,2,1,0,88,0,129,142,7D201013FF920033FFFF0101826500FF58FFFF30818016FF19401D80258034008E
2024-07-02 20:40:34.128,1136,51,200,40,200,34,13.6,0.72,0,true,true,24.4,51,101,0,0,12,4.98,16,false,false,false,false,801C04706AFF5FFF228824002001000004338B650012004809BA100000,true,11.4,14.6,215,255,255,1,true,2,1,0,88,0,129,142,7D201013FF92002BFFFF0101826500FF58FFFF3081801FFF19401D80258034008E
2024-07-02 20:40:34.881,1136,51,200,40,200,33,13.6,0.72,0,true,true,24.4,51,101,0,0,11.5,4.88,16,false,false,false,false,801C04706AFF5FFF218824002001000004338B65000A00470988100000,true,11.4,14.6,300,255,255,1,true,2,-1,0,88,0,129,142,7D201013FF92003CFFFF0101826300FF58FFFF3081801DFF19401D80258034008E
2024-07-02 20:40:35.632,1136,51,200,40,200,34,13.6,0.72,0,true,true,24.4,51,101,0,0,11,4.88,16,false,false,false,false,801C04706AFF5FFF228824002001000004338B65001600460988100000,true,11.4,14.6,335,255,255,1,true,2,2,0,88,0,129,142,7D201013FF920043FFFF0101826600FF58FFFF3081801CFF19401D80258034008E
2024-07-02 20:40:36.378,1142,51,200,40,200,34,13.6,0.72,0,true,true,24.4,51,100,0,0,11.5,4.98,16,false,false,false,false,801C04766AFF5FFF228824002001000004338B64000E004709BA100000,true,11.4,14.6,570,255,255,1,true,2,0,0,88,0,129,142,7D201013FF920072FFFF0101826400FF58FFFF30818015FF19401D80258034008E
2024-07-02 20:40:37.134,1144,51,200,40,200,33,13.6,0.72,0,true,true,24.4,51,100,0,0,12,4.88,16,false,false,false,false,801C04786AFF5FFF218824002001000004338B64000B00480988100000,true,11.4,14.6,215,255,255,1,true,2,2,0,88,0,129,142,7D201013FF92002BFFFF0101826600FF58FFFF3081800FFF19401D80258034008E
