#time,80x01-02_engine-rpm,80x03_coolant_temp,80x04_ambient_temp,80x05_intake_air_temp,80x06_fuel_temp,80x07_map_kpa,80x08_battery_voltage,80x09_throttle_pot,80x0A_idle_switch,80x0B_uk1,80x0C_park_neutral_switch,80x0D-0E_fault_codes,80x0F_idle_set_point,80x10_idle_hot,80x11_uk2,80x12_iac_position,80x13-14_idle_error,80x15_ignition_advance_offset,80x16_ignition_advance,80x17-18_coil_time,80x19_crankshaft_position_sensor,80x1A_uk4,80x1B_uk5,7dx01_ignition_switch,7dx02_throttle_angle,7dx03_uk6,7dx04_air_fuel_ratio,7dx05_dtc2,7dx06_lambda_voltage,7dx07_lambda_sensor_frequency,7dx08_lambda_sensor_dutycycle,7dx09_lambda_sensor_status,7dx0A_closed_loop,7dx0B_long_term_fuel_trim,7dx0C_short_term_fuel_trim,7dx0D_carbon_canister_dutycycle,7dx0E_dtc3,7dx0F_idle_base_pos,7dx10_uk7,7dx11_dtc4,7dx12_ignition_advance2,7dx13_idle_speed_offset,7dx14_idle_error2,7dx14-15_uk10,7dx16_dtc5,7dx17_uk11,7dx18_uk12,7dx19_uk13,7dx1A_uk14,7dx1B_uk15,7dx1C_uk16,7dx1D_uk17,7dx1E_uk18,7dx1F_uk19,0x80_raw,0x7d_raw
14:46:31.000,1181,23,200,22,200,39.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,7,0,12,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,97,255,255,48,128,127,32761,255,27,0,32,128,40,64,54,128,1,801c049d4eff4dff27872600100100000023866e0007004806fd100000,7d201013ff92004cffff0100806400ff61ffff30807ff9ff1b0020802840368001
14:46:32.000,1158,23,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,6,0,12,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,97,255,255,48,128,127,32767,255,27,0,32,128,40,64,54,128,1,801c04864eff4dff25872600100100000023866e000600480704100000,7d201013ff92004cffff0100806400ff61ffff30807fffff1b0020802840368001
14:46:34.000,1192,24,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,10,0,12,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,96,255,255,48,128,128,32774,255,27,0,32,128,40,64,54,128,1,801c04a84fff4dff25872600100100000023866e000a004806f4100000,7d201013ff92004cffff0100806400ff60ffff30808006ff1b0020802840368001
14:46:35.000,1173,24,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,8,0,14,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,96,255,255,48,128,128,32779,255,27,0,32,128,40,64,54,128,1,801c04954fff4dff25872600100100000023866e0008004c06ff100000,7d201013ff92004cffff0100806400ff60ffff3080800bff1b0020802840368001
14:46:36.000,1185,24,200,22,200,39.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,17,0,11,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,96,255,255,48,128,128,32790,255,27,0,32,128,40,64,54,128,1,801c04a14fff4dff27862600100100000023866e001100470706100000,7d201013ff92004cffff0100806400ff60ffff30808016ff1b0020802840368001
14:46:38.000,1178,25,200,22,200,37.000000,13.400000,0.760000,0,16,1,0,0,35,134,110,5,0,12,3,16,0,0,16,19,255,146,0,124,255,255,1,0,128,100,0,255,96,255,255,48,128,128,32778,255,27,0,32,128,40,64,54,128,1,801c049a50ff4dff25862600100100000023866e00050048070b100000,7d201013ff92004cffff0100806400ff60ffff3080800aff1b0020802840368001
14:46:39.000,1178,25,200,22,200,38.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,6,0,12,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,96,255,255,48,128,127,32754,255,27,0,32,128,40,64,54,128,1,801c049a50ff4dff26872600100100000023866e000600480700100000,7d201013ff92004bffff0100806400ff60ffff30807ff2ff1b0020802840368001
14:46:40.000,1195,25,200,22,200,38.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,20,0,11,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,96,255,255,48,128,128,32771,255,27,0,32,128,40,64,54,128,1,801c04ab50ff4dff26872600100100000023866e001400460700100000,7d201013ff92004bffff0100806400ff60ffff30808003ff1b0020802840368001
14:46:42.000,1179,26,200,22,200,38.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,5,0,12,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,127,32763,255,27,0,32,128,40,64,54,128,1,801c049b51ff4dff26872600100100000023866e0005004806f9100000,7d201013ff92004bffff0100806400ff5effff30807ffbff1b0020802840368001
14:46:43.000,1193,26,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,12,0,11,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32800,255,27,0,32,128,40,64,54,128,1,801c04a951ff4dff25872600100100000023866e000c00470706100000,7d201013ff92004bffff0100806400ff5effff30808020ff1b0020802840368001
14:46:45.000,1176,26,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,7,0,12,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32785,255,27,0,32,128,40,64,54,128,1,801c049851ff4dff25872600100100000023866e0007004806f7100000,7d201013ff92004bffff0100806400ff5effff30808011ff1b0020802840368001
14:46:46.000,1185,26,200,22,200,38.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,5,0,12,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,127,32767,255,27,0,32,128,40,64,54,128,1,801c04a151ff4dff26872600100100000023866e0005004806fb100000,7d201013ff92004bffff0100806400ff5effff30807fffff1b0020802840368001
14:46:47.000,1201,26,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,14,0,11,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32791,255,27,0,32,128,40,64,54,128,1,801c04b151ff4dff25872600100100000023866e000e004706f1100000,7d201013ff92004bffff0100806400ff5effff30808017ff1b0020802840368001
14:46:49.000,1189,27,200,22,200,37.000000,13.500000,0.760000,0,16,1,0,0,35,134,110,2,0,12,3,16,0,0,16,19,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32777,255,27,0,32,128,40,64,54,128,1,801c04a552ff4dff25872600100100000023866e0002004806fc100000,7d201013ff92004bffff0100806400ff5effff30808009ff1b0020802840368001
14:46:50.000,1194,27,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,1,0,12,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32790,255,27,0,32,128,40,64,54,128,1,801c04aa52ff4dff26872500100100000023866c0001004806fc100000,7d201012ff92004bffff0100806400ff5effff30808016ff1b0020802840368001
14:46:51.000,1175,27,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,16,0,12,3,16,0,0,16,18,255,146,0,114,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32779,255,27,0,32,128,40,64,54,128,1,801c049752ff4dff26872500100100000023866c0010004806f8100000,7d201012ff92004affff0100806400ff5effff3080800bff1b0020802840368001
14:46:53.000,1192,28,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,19,0,11,3,16,0,0,16,18,255,146,0,114,255,255,1,0,128,100,0,255,94,255,255,48,128,128,32781,255,27,0,32,128,40,64,54,128,1,801c04a853ff4dff25872500100100000023866c0013004706fd100000,7d201012ff92004affff0100806400ff5effff3080800dff1b0020802840368001
14:46:54.000,1185,28,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,16,0,15,3,16,0,0,16,18,255,146,0,114,255,255,1,0,128,100,0,255,93,255,255,48,128,128,32769,255,27,0,32,128,40,64,54,128,1,801c04a153ff4dff25872500100100000023866c0010004e06f8100000,7d201012ff92004affff0100806400ff5dffff30808001ff1b0020802840368001
14:46:55.000,1185,28,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,26,0,11,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,93,255,255,48,128,128,32776,255,27,0,32,128,40,64,54,128,1,801c04a153ff4dff26872500100100000023866c001a004706ee100000,7d201012ff92004bffff0100806400ff5dffff30808008ff1b0020802840368001
14:46:57.000,1181,28,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,7,0,13,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,93,255,255,48,128,127,32753,255,27,0,32,128,40,64,54,128,1,801c049d53ff4dff26872500100100000023866c0007004a06fb100000,7d201012ff92004bffff0100806400ff5dffff30807ff1ff1b0020802840368001
14:46:58.000,1180,29,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,10,0,12,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32782,255,27,0,32,128,40,64,54,128,1,801c049c54ff4dff25872500100100000023866c000a004806f2100000,7d201012ff92004bffff0100806400ff5bffff3080800eff1b0020802840368001
14:47:00.000,1174,29,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,108,3,0,14,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,91,255,255,48,128,127,32756,255,27,0,32,128,40,64,54,128,1,801c049654ff4dff25872500100100000023866c0003004c06f3100000,7d201012ff92004bffff0100806400ff5bffff30807ff4ff1b0020802840368001
14:47:01.000,1180,29,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,23,0,16,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32783,255,27,0,32,128,40,64,54,128,1,801c049c54ff4dff25872500100100000023866d0017005006f3100000,7d201012ff92004bffff0100806400ff5bffff3080800fff1b0020802840368001
14:47:02.000,1166,30,200,22,200,39.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,6,0,14,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32775,255,27,0,32,128,40,64,54,128,1,801c048e55ff4dff27872500100100000023866d0006004c06ea100000,7d201012ff92004bffff0100806400ff5bffff30808007ff1b0020802840368001
14:47:04.000,1131,30,200,22,200,39.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,10,0,12,3,16,0,0,16,18,255,146,0,119,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32788,255,27,0,32,128,40,64,54,128,1,801c046b55ff4dff27872500100100000023866d000a004806f6100000,7d201012ff92004bffff0100806400ff5bffff30808014ff1b0020802840368001
14:47:05.000,1167,31,200,22,200,39.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,1,0,12,3,16,0,0,16,18,255,146,0,124,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32773,255,27,0,32,128,40,64,54,128,1,801c048f56ff4dff27872500100100000023866d0001004806ef100000,7d201012ff92004cffff0100806400ff5bffff30808005ff1b0020802840368001
14:47:06.000,1182,31,200,22,200,39.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,12,0,11,3,16,0,0,16,18,255,146,0,124,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32783,255,27,0,32,128,40,64,54,128,1,801c049e56ff4dff27872500100100000023866d000c004706ee100000,7d201012ff92004cffff0100806400ff5bffff3080800fff1b0020802840368001
14:47:08.000,1145,31,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,11,0,12,3,16,0,0,16,18,255,146,0,124,255,255,1,0,128,100,0,255,91,255,255,48,128,127,32766,255,27,0,32,128,40,64,54,128,1,801c047956ff4dff26872500100100000023866d000b004806ec100000,7d201012ff92004cffff0100806400ff5bffff30807ffeff1b0020802840368001
14:47:09.000,1163,31,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,109,32,0,10,3,16,0,0,16,18,255,146,0,124,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32799,255,27,0,32,128,40,64,54,128,1,801c048b56ff4dff25872500100100000023866d0020004406ec100000,7d201012ff92004cffff0100806400ff5bffff3080801fff1b0020802840368001
14:47:11.000,1173,31,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,181,30,0,12,3,16,0,0,16,18,255,146,0,124,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32801,255,27,0,32,128,40,64,54,128,1,801c049556ff4dff2687250010010000002386b5001e004806de100000,7d201012ff92004cffff0100806400ff5bffff30808021ff1b0020802840368001
14:47:12.000,1153,31,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,105,3,0,13,3,16,0,0,16,18,255,146,0,129,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32779,255,27,0,32,128,40,64,54,128,1,801c048156ff4dff2587250010010000002386690003004a06e3100000,7d201012ff92004dffff0100806400ff5bffff3080800bff1b0020802840368001
14:47:13.000,1147,32,200,22,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,105,15,0,14,3,16,0,0,16,18,255,146,0,129,255,255,1,0,128,100,0,255,91,255,255,48,128,127,32766,255,27,0,32,128,40,64,54,128,1,801c047b57ff4dff268725001001000000238669000f004c06e5100000,7d201012ff92004dffff0100806400ff5bffff30807ffeff1b0020802840368001
14:47:15.000,1152,33,200,22,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,105,25,0,13,3,16,0,0,16,18,255,146,0,129,255,255,1,0,128,100,0,255,91,255,255,48,128,128,32796,255,27,0,32,128,40,64,54,128,1,801c048058ff4dff2587250010010000002386690019004a06d7100000,7d201012ff92004dffff0100806400ff5bffff3080801cff1b0020802840368001
14:47:16.000,1174,33,200,22,200,36.000000,13.600000,0.740000,0,16,1,0,0,35,134,105,37,0,12,3,16,0,0,16,18,255,146,0,134,255,255,1,0,128,100,0,255,91,255,255,48,128,127,32765,255,27,0,32,128,40,64,54,128,1,801c049658ff4dff2488250010010000002386690025004806e0100000,7d201012ff92004effff0100806400ff5bffff30807ffdff1b0020802840368001
14:47:17.000,1142,33,200,22,200,36.000000,13.500000,0.740000,0,16,1,0,0,35,134,105,6,0,14,3,16,0,0,16,18,255,146,0,134,255,255,0,0,128,100,0,255,91,255,255,48,128,127,32767,255,27,0,32,128,40,64,54,128,1,801c047658ff4dff2487250010010000002386690006004c06ec100000,7d201012ff92004effff0000806400ff5bffff30807fffff1b0020802840368001
14:47:19.000,1150,33,200,22,200,38.000000,13.600000,0.740000,0,16,1,0,0,35,134,105,20,0,11,3,16,0,0,16,18,255,146,0,134,255,255,0,0,128,100,0,255,90,255,255,48,128,128,32776,255,27,0,32,128,40,64,54,128,1,801c047e58ff4dff2688250010010000002386690014004606de100000,7d201012ff92004effff0000806400ff5affff30808008ff1b0020802840368001
14:47:20.000,1177,33,200,22,200,36.000000,13.600000,0.740000,0,16,1,0,0,35,134,105,2,0,12,3,16,0,0,16,18,255,146,0,134,255,255,0,0,128,100,0,255,90,255,255,48,128,127,32763,255,27,0,32,128,40,64,54,128,1,801c049958ff4dff2488250010010000002386690002004806de100000,7d201012ff92004effff0000806400ff5affff30807ffbff1b0020802840368001
14:47:21.000,1156,33,200,23,200,37.000000,13.500000,0.740000,0,16,1,0,0,35,134,105,11,0,14,3,16,0,0,16,18,255,146,0,139,255,255,0,0,128,100,0,255,90,255,255,48,128,128,32786,255,27,0,32,128,40,64,54,128,1,801c048458ff4eff258725001001000000238669000b004c06d9100000,7d201012ff92004fffff0000806400ff5affff30808012ff1b0020802840368001
14:47:23.000,1140,33,200,23,200,38.000000,13.500000,0.740000,0,16,1,0,0,35,134,105,1,0,12,3,16,0,0,16,18,255,146,0,139,255,255,0,0,128,100,0,255,90,255,255,48,128,128,32772,255,27,0,32,128,40,64,54,128,1,801c047458ff4eff2687250010010000002386690001004806e3100000,7d201012ff92004fffff0000806400ff5affff30808004ff1b0020802840368001
14:47:24.000,1138,34,200,23,200,38.000000,13.600000,0.740000,0,16,1,0,0,35,134,105,12,0,14,3,16,0,0,16,18,255,146,0,139,255,255,0,0,128,100,0,255,90,255,255,48,128,127,32756,255,27,0,32,128,40,64,54,128,1,801c047259ff4eff268825001001000000238669000c004c06d4100000,7d201012ff92004fffff0000806400ff5affff30807ff4ff1b0020802840368001
14:47:26.000,1345,35,200,23,200,39.000000,13.600000,0.800000,1,16,1,0,0,35,134,104,233,0,25,3,16,0,0,16,20,255,146,0,139,255,255,0,0,128,100,0,255,90,255,255,48,128,129,33078,255,27,0,32,128,40,64,54,128,1,801c05415aff4eff27882808100100000023866800e9006206d1100000,7d201014ff92004fffff0000806400ff5affff30808136ff1b0020802840368001
14:47:27.000,1511,35,200,23,200,35.000000,13.600000,0.800000,1,16,1,0,0,35,134,104,357,0,27,3,16,0,0,16,20,255,146,0,144,255,255,0,0,128,100,0,255,90,255,255,48,128,129,33116,255,27,0,32,128,40,64,54,128,1,801c05e75aff4eff2388280810010000002386680165006606ca100000,7d201014ff920050ffff0000806400ff5affff3080815cff1b0020802840368001
14:47:28.000,2014,35,200,23,200,37.000000,13.600000,0.900000,1,16,1,0,0,35,134,106,896,0,28,3,16,0,0,16,25,255,146,0,144,255,255,0,0,128,100,0,255,90,255,255,48,128,131,33697,255,27,0,32,128,40,64,54,128,1,801c07de5aff4eff25882d08100100000023866a0380006806eb100000,7d201019ff920050ffff0000806400ff5affff308083a1ff1b0020802840368001
14:47:30.000,2044,35,200,23,200,35.000000,13.600000,0.900000,1,16,1,0,0,35,134,104,882,0,28,3,16,0,0,16,25,255,146,0,149,255,255,0,0,128,100,0,255,88,255,255,48,128,131,33662,255,27,0,32,128,40,64,54,128,1,801c07fc5aff4eff23882d0810010000002386680372006806d3100000,7d201019ff920051ffff0000806400ff58ffff3080837eff1b0020802840368001
14:47:31.000,2068,35,200,23,200,36.000000,13.500000,0.900000,1,16,1,0,0,35,134,104,936,0,28,3,16,0,0,16,25,255,146,0,149,255,255,0,0,128,100,0,255,88,255,255,48,128,131,33696,255,27,0,32,128,40,64,54,128,1,801c08145aff4eff24872d08100100000023866803a8006806d5100000,7d201019ff920051ffff0000806400ff58ffff308083a0ff1b0020802840368001
14:47:33.000,2086,35,200,23,200,35.000000,13.600000,0.900000,1,16,1,0,0,35,134,104,938,0,28,3,16,0,0,16,25,255,146,0,149,255,255,0,0,128,100,0,255,88,255,255,48,128,131,33712,255,27,0,32,128,40,64,54,128,1,801c08265aff4eff23882d08100100000023866803aa006806cf100000,7d201019ff920051ffff0000806400ff58ffff308083b0ff1b0020802840368001
14:47:34.000,2106,36,200,23,200,35.000000,13.600000,0.900000,1,16,1,0,0,35,134,104,956,0,28,3,16,0,0,16,25,255,146,0,149,255,255,0,0,128,100,0,255,88,255,255,48,128,131,33728,255,27,0,32,128,40,64,54,128,1,801c083a5bff4eff23882d08100100000023866803bc006806eb100000,7d201019ff920051ffff0000806400ff58ffff308083c0ff1b0020802840368001
14:47:35.000,2122,37,200,23,200,35.000000,13.600000,0.900000,1,16,1,0,0,35,134,104,960,0,28,3,16,0,0,16,25,255,146,0,149,255,255,0,0,128,100,0,255,88,255,255,48,128,131,33728,255,27,0,32,128,40,64,54,128,1,801c084a5cff4eff23882d08100100000023866803c0006806cb100000,7d201019ff920051ffff0000806400ff58ffff308083c0ff1b0020802840368001
14:47:37.000,2126,37,200,23,200,35.000000,13.500000,0.900000,1,16,1,0,0,35,134,104,974,0,28,3,16,0,0,16,25,255,146,0,154,255,255,0,0,128,100,0,255,88,255,255,48,128,131,33744,255,27,0,32,128,40,64,54,128,1,801c084e5cff4eff23872d08100100000023866803ce006806db100000,7d201019ff920052ffff0000806400ff58ffff308083d0ff1b0020802840368001
14:47:38.000,2165,37,200,23,200,35.000000,13.500000,0.920000,1,16,1,0,0,35,134,104,998,0,27,3,16,0,0,16,25,255,146,0,154,255,255,0,0,128,100,0,255,88,255,255,48,128,132,33805,255,27,0,32,128,40,64,54,128,1,801c08755cff4eff23872e08100100000023866803e6006706cc100000,7d201019ff920052ffff0000806400ff58ffff3080840dff1b0020802840368001
14:47:39.000,2168,38,200,23,200,35.000000,13.500000,0.920000,1,16,1,0,0,35,134,104,1033,0,27,3,16,0,0,16,25,255,146,0,159,255,255,0,0,128,100,0,255,88,255,255,48,128,132,33812,255,27,0,32,128,40,64,54,128,1,801c08785dff4eff23872e0810010000002386680409006706d5100000,7d201019ff920053ffff0000806400ff58ffff30808414ff1b0020802840368001
14:47:41.000,2174,38,200,23,200,35.000000,13.500000,0.920000,1,16,1,0,0,35,134,104,1057,0,27,3,16,0,0,16,25,255,146,0,159,255,255,0,0,128,100,0,255,88,255,255,48,128,132,33831,255,27,0,32,128,40,64,54,128,1,801c087e5dff4eff23872e0810010000002386680421006706d3100000,7d201019ff920053ffff0000806400ff58ffff30808427ff1b0020802840368001
14:47:42.000,2195,38,200,23,200,35.000000,13.600000,0.920000,1,16,1,0,0,35,134,104,1080,0,27,3,16,0,0,16,25,255,146,0,164,255,255,0,0,128,100,0,255,88,255,255,48,128,132,33853,255,27,0,32,128,40,64,54,128,1,801c08935dff4eff23882e0810010000002386680438006606ce100000,7d201019ff920054ffff0000806400ff58ffff3080843dff1b0020802840368001
14:47:44.000,2223,38,200,23,200,35.000000,13.600000,0.920000,1,16,1,0,0,35,134,104,1102,0,27,3,16,0,0,16,25,255,146,0,169,255,255,0,0,128,100,0,255,88,255,255,48,128,132,33877,255,27,0,32,128,40,64,54,128,1,801c08af5dff4eff23882e081001000000238668044e006606cf100000,7d201019ff920055ffff0000806400ff58ffff30808455ff1b0020802840368001
14:47:45.000,2257,39,200,23,200,35.000000,13.500000,0.920000,1,16,1,0,0,35,134,103,1130,0,26,3,16,0,0,16,25,255,146,0,169,255,255,0,0,128,100,0,255,87,255,255,48,128,132,33915,255,27,0,32,128,40,64,54,128,1,801c08d15eff4eff23872e081001000000238667046a006506e7100000,7d201019ff920055ffff0000806400ff57ffff3080847bff1b0020802840368001
14:47:47.000,2271,39,200,23,200,35.000000,13.500000,0.920000,1,16,1,0,0,35,134,103,1155,0,26,3,16,0,0,16,25,255,146,0,174,255,255,0,0,128,100,0,255,87,255,255,48,128,132,33924,255,27,0,32,128,40,64,54,128,1,801c08df5eff4eff23872e0810010000002386670483006506ec100000,7d201019ff920056ffff0000806400ff57ffff30808484ff1b0020802840368001
14:47:48.000,2274,39,200,23,200,35.000000,13.600000,0.920000,1,16,1,0,0,35,134,103,1162,0,26,3,16,0,0,16,25,255,146,0,174,255,255,0,0,128,100,0,255,87,255,255,48,128,132,33921,255,27,0,32,128,40,64,54,128,1,801c08e25eff4eff23882e081001000000238667048a006506e4100000,7d201019ff920056ffff0000806400ff57ffff30808481ff1b0020802840368001
14:47:49.000,2277,40,200,23,200,35.000000,13.600000,0.940000,1,16,1,0,0,35,134,103,1165,0,26,3,16,0,0,16,26,255,146,0,179,255,255,0,0,128,100,0,255,87,255,255,48,128,132,33929,255,27,0,32,128,40,64,54,128,1,801c08e55fff4eff23882f081001000000238667048d006506d1100000,7d20101aff920057ffff0000806400ff57ffff30808489ff1b0020802840368001
14:47:51.000,2297,40,200,23,200,35.000000,13.600000,0.940000,1,16,1,0,0,35,134,103,1180,0,26,3,16,0,0,16,26,255,146,0,179,255,255,0,0,128,100,0,255,87,255,255,48,128,132,33941,255,27,0,32,128,40,64,54,128,1,801c08f95fff4eff23882f081001000000238667049c006506e1100000,7d20101aff920057ffff0000806400ff57ffff30808495ff1b0020802840368001
14:47:52.000,2306,40,200,23,200,35.000000,13.500000,0.940000,1,16,1,0,0,35,134,103,1182,0,26,3,16,0,0,16,26,255,146,0,179,255,255,0,0,128,100,0,255,87,255,255,48,128,132,33961,255,27,0,32,128,40,64,54,128,1,801c09025fff4eff23872f081001000000238667049e006406d2100000,7d20101aff920057ffff0000806400ff57ffff308084a9ff1b0020802840368001
14:47:54.000,2333,41,200,23,200,35.000000,13.500000,0.940000,1,16,1,0,0,35,134,102,1206,0,26,3,16,0,0,16,26,255,146,0,184,255,255,0,0,128,100,0,255,85,255,255,48,128,132,33973,255,27,0,32,128,40,64,54,128,1,801c091d60ff4eff23872f08100100000023866604b6006406c8100000,7d20101aff920058ffff0000806400ff55ffff308084b5ff1b0020802840368001
14:47:55.000,2367,41,200,23,200,36.000000,13.500000,0.960000,1,16,1,0,0,35,134,102,1246,0,25,3,16,0,0,16,27,255,146,0,184,255,255,0,0,128,100,0,255,85,255,255,48,128,132,34041,255,27,0,32,128,40,64,54,128,1,801c093f60ff4eff24873008100100000023866604de006306cf100000,7d20101bff920058ffff0000806400ff55ffff308084f9ff1b0020802840368001
14:47:56.000,2717,41,200,23,200,30.000000,13.500000,0.820000,0,16,1,0,0,35,134,104,1442,0,15,3,16,0,0,16,17,255,146,0,199,255,255,0,0,128,100,0,255,85,255,255,48,128,131,33790,255,27,0,32,128,40,64,54,128,1,801c0a9d60ff4eff1e872900100100000023866805a2004f06d1100000,7d201011ff92005bffff0000806400ff55ffff308083feff1b0020802840368001
14:47:58.000,1242,42,200,23,200,34.000000,13.600000,0.720000,0,16,1,0,0,35,134,101,111,0,15,3,16,0,0,16,17,255,146,0,189,255,255,0,0,128,100,0,255,85,255,255,48,128,128,32869,255,27,0,32,128,40,64,54,128,1,801c04da61ff4eff228824001001000000238665006f004f06c7100000,7d201011ff920059ffff0000806400ff55ffff30808065ff1b0020802840368001
14:47:59.000,1184,42,200,23,200,35.000000,13.600000,0.720000,0,16,1,0,0,35,134,101,90,0,15,3,16,0,0,16,17,255,146,0,194,255,255,0,0,128,100,0,255,85,255,255,48,128,128,32879,255,27,0,32,128,40,64,54,128,1,801c04a061ff4eff238824001001000000238665005a004f06bf100000,7d201011ff92005affff0000806400ff55ffff3080806fff1b0020802840368001
14:48:00.000,1203,42,200,23,200,34.000000,13.600000,0.720000,0,16,1,0,0,35,134,99,60,0,12,3,16,0,0,16,17,255,146,0,194,255,255,0,0,128,100,0,255,85,255,255,48,128,128,32852,255,27,0,32,128,40,64,54,128,1,801c04b361ff4eff228824001001000000238663003c004806e1100000,7d201011ff92005affff0000806400ff55ffff30808054ff1b0020802840368001
14:48:02.000,1176,42,200,23,200,33.000000,13.600000,0.700000,0,16,1,0,0,35,134,96,23,0,12,3,16,0,0,16,16,255,146,0,194,255,255,0,0,128,100,0,255,85,255,255,48,128,127,32764,255,27,0,32,128,40,64,54,128,1,801c049861ff4eff2188230010010000002386600017004806e3100000,7d201010ff92005affff0000806400ff55ffff30807ffcff1b0020802840368001
14:48:03.000,1154,43,200,23,200,34.000000,13.600000,0.700000,0,16,1,0,0,35,134,96,2,0,12,3,16,0,0,16,16,255,146,0,194,255,255,0,0,128,100,0,255,85,255,255,48,128,128,32774,255,27,0,32,128,40,64,54,128,1,801c048262ff4eff2288230010010000002386600002004806cf100000,7d201010ff92005affff0000806400ff55ffff30808006ff1b0020802840368001
14:48:04.000,1120,43,200,23,200,35.000000,13.600000,0.700000,0,16,1,0,0,35,134,96,0,0,12,3,16,0,0,16,16,255,146,0,194,255,255,0,0,128,100,0,255,85,255,255,48,128,128,32778,255,27,0,32,128,40,64,54,128,1,801c046062ff4eff2388230010010000002386600000004806c5100000,7d201010ff92005affff0000806400ff55ffff3080800aff1b0020802840368001
14:48:06.000,1137,43,200,23,200,35.000000,13.600000,0.700000,0,16,1,0,0,35,134,96,18,0,10,3,16,0,0,16,16,255,146,0,194,255,255,0,0,128,100,0,255,85,255,255,48,128,127,32765,255,27,0,32,128,40,64,54,128,1,801c047162ff4eff2388230010010000002386600012004506b6100000,7d201010ff92005affff0000806400ff55ffff30807ffdff1b0020802840368001
